2-cell	4-cell	8-cell	early_2-cell	ICM	mESC_rep1_merge	mESC_rep1	mESC_rep2	mESC_rep2_merge	MII_oocyte	zygote
1700025C18Rik	0	0	0	0.217073	0.132515666666667	0	0	0	0	0.828306	0.2358985
1700025D23Rik	0	0	0.105633	0	0	0	0	0	0	0	0
1700025F22Rik	0	0.273667	0.0607115	0.582048	0	0	0	0	0	0	0.432405
1700025F24Rik	0.050569	0.076181	0.0984845	1.7316765	0.608287333333333	0	0	0	0	0.680487	2.23174
1700025G04Rik	2.637964	1.1438132	2.5172034	13.553605	3.98634966666667	0.0728492	0.061025	0.966937	0.8412896	20.003345	17.75068
1700025H01Rik	0.3266025	0	0	0.198765	0	0	0	0	0	2.38824	1.3281305
1700025J12Rik	0	0	0	0.364924	0	0	0	0	0	0.7006215	0.937975
1700025K24Rik	0.0842785	0	0	0.203461	0.204452333333333	0	0	0	0	0	0
1700025M24Rik	0	0	0	0.58691	0	0	0	0	0	1.43011545	0.50742
1700025N21Rik	0	0	0	0	0.0914166666666667	0	0	0	0	0	0
1700025N23Rik	0.5496425	0.4529285	0.227416	1.032187	1.02060433333333	0	0	0	0	1.147263	0.422495
1700025O08Rik	0	0	0	0	0	0	0	0	0	0	0
1700026D11Rik	0.52565605	0.21892	0	0.3856951	0.4571803	0	0	0	0	0.490828	0.3159645
1700026F02Rik	0	0	0	0	0.199867666666667	0	0	0	0	0	0
1700026J12Rik	0	0	0	0	0	0	0	0	0	0	0
1700026J14Rik	0	0	0	0	0	0	0	0	0	0	0.154655
1700027A07Rik	0	0	0	0	0	0	0	0	0	0	0
1700027A15Rik	4.611559	1.7412145	0.0924785	5.2822345	0.52245	0	0	0	0	0	0
1700027F06Rik	0	0	0	0.64529	1.05342666666667	0	0	0	0	0	0
1700027F09Rik	0	0	0	0	0	0	0	0	0	0	0
1700027H10Rik	0	0	0	0	0	0	0	0	0	0	0
1700027I24Rik	0	0	0.0911485	0.1253875	0.134244	0	0	0	0	0	0
1700028B04Rik	0.841964	0.6527775	0.6227425	0.1063335	0.670403666666667	0	0	0	0	0.2180415	0.2164875
1700028D13Rik	1.201915	0.535923	0.7116	1.490725	0	0	0	3.98365	4.65235	1.6119295	1.7544305
1700028E10Rik	1.7598755	0.62144255	0.3278818	2.34445885	1.70811133333333	1.27679	1.26575	0.8936385	0.958717	0.691696	3.082272
1700028I16Rik	0.367629467415	0.05913695825	0	7.192705	0.307963942566667	0	0	0	0	3.46173	7.11434
1700028J19Rik	1.273703	0.5855715	1.7341375	10.158552	1.27271466666667	0	0	1.444155	1.34903	5.203666	7.423137
1700028K03Rik	1.63196565	0.476401	1.5588445	11.2108945	0.6294889	0	0	0	0	25.7877785	14.703022032695
1700028M03Rik	0	0	0	0	0	0	0	0	0	0	0
1700028N14Rik	0.147032	0	0	0.0670445	0	0	0	0	0	0	0
1700028P14Rik	0.5850565	0.0749215	0.0345219	0.462527	0.097744	0.789824	0.875343	0	0	0	1.3036555
1700028P15Rik	0.053433	0	0	0.27250375	0.4597073	0	0	0	0	0	0.0566775
1700029B22Rik	0.090277	0	0	0	0.145728333333333	0	0	0	0	0	0
1700029B24Rik	0	0	0	0	0	0	0	0	0	0	0
1700029E06Rik	1.67723	0.528955	0.2857695	13.8797	0.632129	0	0	0	0	10.371745	5.33807
1700029F12Rik	4.30409	0.7910805	0.794532	17.71015	0.587722333333333	0	0	0	0	5.73372	9.89784
1700029H14Rik	0	0	0	0	0.0490103333333333	0	0	0	0	0	0.064918
1700029I15Rik	1.0748265	0.9633045	1.8025135	0.387342	0.569889333333333	0	0	0	0	0.0887325	0.27379
1700029J03Rik	0	0	0.1324775	0	0.0865666666666667	0	0	0	0	0	0
1700029J07Rik	0.7074051	0.3653055	0.5510699	1.649339	0.113728	0	0	0	0	0.5817045	3.61514
1700029M03Rik	0	0	0	0	0	0	0	0	0	0	0
1700029M20Rik	0.046787	0.1932575	0	0.224467	0.721786666666667	0	0	0	0	0	0.1194223
1700029N11Rik	0	0	0	0	0	0	0	0	0	0	0
1700029P11Rik	8.945125	6.42689	17.7383	31.80955	61.4122	12.65	12.26305	12.3604	12.0431	30.29325	14.05465
1700030A11Rik	0.1332835	0	0	3.74384	0	0	0	0	0	0.797817	2.0884035
1700030C10Rik	10.194275	9.05846	10.266735	21.855745	32.8321933333333	4.487999	4.474634	34.466975	21.61363	7.62498	17.1069295
1700030C12Rik	0.3405645	0	0.4198355	0.103333	0	0	0	0	0	0.12156	1.229547
1700030C14Rik	0	0	0	0.396438	0	0	0	0	0	0	0
1700030F04Rik	0	0	0	0.8480355	0.210308	0	0	0	0	0	0
1700030I03Rik	0	0	0	0	0.0723533333333333	0	0	0	0	0	0
1700030J22Rik	2.06399	2.07474	0.348576	13.4301	0.2826384	1.93533	1.946325	0	0	8.61336	10.40761
1700030K09Rik	2.096055	2.67446	1.6509545	13.48366898465	1.745148	3.74441	3.728555	11.87717	11.62204	5.58304	12.13445
1700030L20Rik	424.267	95.31235	75.83025	136.8355	1.93141533333333	0	0	0	0	21.2131	9.7461
1700030M09Rik	0.191395	0	0	0	0	0.441177	0.539325	0	0	0	0
1700030N03Rik	30.062677	16.641558	17.5621	62.508082	29.9241123333333	32.5976	35.93262	28.6248	26.833	61.908481	74.144002
1700030N18Rik	0	0	0.0606675	0.0844255	0.503199666666667	0	0	0	0	0	0.1935615
1700030O20Rik	0.3419765	0	0	5.098825	0	0	0	0	0	8.799625	9.611255
1700031A10Rik	0	0	0	0.393684	0	0	0	0	0	0.567325	0.336648
1700031F05Rik	0.2207155	0	0	1.233025	0	0	0	0	0	0.3400465	0.7885536
1700031F10Rik	0	0	0	0	0	0	0	0	0	0	0
1700031L13Rik	0	0	0	0	0	0	0	0	0	0	0.3484205
1700031M16Rik	0.3002145	0	0.189133	2.1384095	0.229175333333333	0	0	0	0	2.0110025	2.3771755
1700031P21Rik	1.2013205	3.58665	2.17636	0	0	5.31199	5.00631	0	0	0	0
1700034B16Rik	0	0	0	0	0	0	0	0	0	0	0
1700034E13Rik	0	0	0	0.2495055	0	0	0	0	0	0	0
1700034G24Rik	0	0	0	0	0	0	0	0	0	0	0
1700034H15Rik	44.01902	29.61732	20.13308	0.815564	0.439852333333333	0	0	0	0	0.0494326	0.2175738
1700034I23Rik	0	0.0248357	0	0.0281643	0.0491745333333333	0	0	0	0	0	0
1700034J04Rik	0	0.81735	0.123572	0	0.396036666666667	0	0	0	0	0	0
1700034J05Rik	0.05876405	0.054921	0.01719305	0.107513	0.2669192	0	0	0	0	0	0.19434505
1700034K08Rik	2.31611	1.378432	1.248473	13.61165	0.748552666666667	0	0	0	0	47.4178	26.6577
1700034O15Rik	0	0	0.2102595	0	0.448711666666667	0	0	0	0	0	0
1700034P13Rik	2.132851	3.622206	5.52823735	2.04168905	7.02632133333333	0.59777	0.6618855	0.2151665	0.273394	3.017195	2.6846345
1700036A12Rik	0	0	0	0	0.0322665666666667	0	0	0	0	0	0
1700036G14Rik	0	0	0.1952645	1.04658	0.40128	0	0	0	0	0.272299	0.177799
1700036O09Rik	0	0	0	0	0	0	0	0	0	0	0
1700037C06Rik	0	0	0	0	0	0	0	0	0	0	0
1700037C18Rik	0.2567645	1.6823395	0.865979	0.2875495	0.345247	1.5966572	1.640329	7.01924	6.2917	0	0
1700037F24Rik	0	0	0.03007305	0	0	0	0	0	0	0	0
1700037H04Rik	14.2637225	19.228295	9.5018575	18.0665815	14.663568	60.07194	60.27611	68.33022	63.59868	21.13159	5.975444
1700039E15Rik	1.15768075	0	0	11.8569545	0.0636031	0	0	0	0	4.3877355	4.6696725
1700039E22Rik	0	0	0	0	0	0	0	0	0	0.2881595	0
1700039I01Rik	0	0	0	0	0	0	0	0	0	0	0
1700039M10Rik	0.4885825	0	0.206764	0.3837145	0.174580333333333	0	0	0	0	0	0.301414
1700039M15Rik	0	0.0576625	0	0	0	0	0	0	0	0	0
1700040D17Rik	0.977062	0.0628165	0	9.060495	0.054639	0	0	0	0	13.6496	7.01148
1700040F15Rik	0	0	0	0	0	0	0	0	0	0	0
1700040F17Rik	0	0	0	0	0	0	0	0	0	0.13111	0
1700040K01Rik	0	0	0	0	0.238520333333333	0	0	0	0	0	0.4169605
1700040L02Rik	0	0	0	0	0.12186	0.401177	0.4963295	0	0	0.070712	0.4698505
1700040L08Rik	0.4742915	0	0	0.386618	0	0	0	0	0	0.2732785	1.384475
1700041C23Rik	0.511195	0.2571595	0	0	0	0	0	0	0	0	0
1700041G16Rik	0	0	0	0.085961	0.271455	0	0	0	0	0.0893775	0
1700041M05Rik	0	0	0	0	0	0	0	0	0	0	1.06379
1700041M19Rik	0	0.054361	0.050789	0.8589897	4.35193333333333	0	0	0	0	0.4873405	0.9987805
1700042D02Rik	1.6789555	1.307424	0.671465	0.1586115	0.375076666666667	0	0	0	0	0.594045	2.23297
1700042G07Rik	0	0	0	0.1610195	0.246959	0	0	0	0	0	0
1700042G15Rik	0	1.54556	0.779953	0.1622305	6.08497	0	0	0	0	0	0.2135045
1700042O10Rik	0	0	0.2370985	0.04365455	1.456841	8.70949	8.55886	0	0	0	0
1700044C05Rik	0	0	0	0.08841	0.156057	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	2.8013	0	0	0	0	0	0
1700045H11Rik	0.1142685	0	0	0	0.141393	0	0	0	0	0	0
1700045I11Rik	0	0	0.225943	0	0	0	0	0	0	0	0
1700046C09Rik	0.2001945	0	0	0	0.131880666666667	0	0	0	0	0	0
1700047A11Rik	0.0820245	0.124175	0	0.1683955	0.583862333333333	0	0	0.52338	0.665017	0	0.4256295
1700047F07Rik	79.904225	36.6130625	18.9878605	3.7926075	5.172353	0	0	0	0	0	1.07026
1700047G03Rik	0	0	0	0.2378875	0.37797	0	0	0	0	0	0.1464295
1700047I17Rik2	48.7648	57.07685	104.50685	126.7635	7.46944666666667	9.56316	9.50979	25.134	22.5124	129.181	93.68355
1700047K16Rik	0.1022925	0.240833	0.1992155	0.687862	0	0	0	0	0	0.3423735	0
1700047L14Rik	0.2198095	0	0.208413	1.981125	0	0	0	0	0	0	0
1700047M11Rik	0	0	0.43651195	0.3321182	0.183626333333333	0	0	0	0	1.0480895	0.5609005
1700047N06Rik	0	0	0	0	0	0	0	0	0	0	0
1700048F04Rik	0	0	0	0	0	0	0	0	0	0	0.066713
1700048M11Rik	1.096435	0	0	1.399475	0	0	0	0	0	2.069805	2.928155
1700048O20Rik	3.464895	3.01933	1.33178	12.15055	0.42886	0.119278	0.0995595	0.239783	0.304672	16.8718	14.97525
1700049E15Rik	1.175765	0.1353795	0	1.344011	0.123159666666667	0	0	0	0	0	0.495875
1700049E17Rik1	0.816477	0	0	4.72378	0.159343666666667	0	0	0	0	3.510985	7.323315
1700049E17Rik2	0.1653915	0	0.10432485	1.01437	0.166087333333333	0	0	0	0	1.67723	1.42726
1700049E22Rik	0	0	0	0	0.296289	0	0	13.28301	12.3152	0	0
1700049G17Rik	1.71032327	6.6749305	4.168635	0.74150165	1.92725063333333	0.5885022	0.595595	6.42571	6.67388	0.087161	0.4842345
1700049J03Rik	0	0	0	0	0	0	0	0	0	0	0
1700049L16Rik	0.231312	0	0.0757745	0	0	0	0	0	0	0	0
1700051A21Rik	0.070546	0.229181	0.060726	0.5100795	0.512914666666667	0	0	0	0	0	0.1859445
1700051K13Rik	0	0	0	0	0	0	0	0	0	0	0
1700051O22Rik	0.2022515	0.80957201074927	1.56131502086677	11.0995600378931	0.772985008551133	0.444743	0.558135	1.99473001460995	1.41097	10.380295	20.6960501413563
1700052I22Rik	0	0	0	1.24513	0.396023333333333	0	0	0	0	0	0
1700052K11Rik	0.647706	0.5667695	0.477534	0.214207	0.762990533333333	0.71438	0.7795855	0	0	0.02000655	0.2253465
1700054A03Rik	0.0820245	0	0	0	0	0	0	0	0	0	0
1700054K02Rik	0	0	0	0	0	0	0	0	0	0	0
1700054K19Rik	0	0	0	0	0	0	0	0	0	0	0
1700054M17Rik	0	0	0	0.1312725	0.286914666666667	0	0	0	0	0	0
1700054O19Rik	1.3312545	0.604494	0.611442	1.228018	0.123448	0	0	1.612595	1.19382	0.186377	1.254065
1700055C04Rik	0	0	0	0	0	0	0	0	0	0	0
1700055D18Rik	0.32002	0.08473215	0.052798	0.9557595	0.624114	0	0	0	0	0.1072094	0.8564895
1700056E22Rik	0.2892115	0.06533	0	1.3694975	0.367391333333333	0	0	0	0	0.714224	0.769948
1700056N10Rik	1.044936	0.178457	0.439696	0.816285	0.998862	0	0	0	0	0	0.136883
1700057G04Rik	0.719487	0.7021885	0.77766745	2.11585	1.52893166666667	0	0	2.31198	2.17111	2.138765	1.540648
1700057H15Rik	0.090077	0.1043615	0	0.43062	0	0	0	0	0	0	0
1700057H21Rik	9.105535	2.5121685	0	44.37442	9.18781	0	0	0	0	66.676335	93.46375
1700058P15Rik	0.1569705	0	0.192139	0	0.912094333333333	0	0	0	0	0	0
1700060C16Rik	0	0	0	0	0	0	0	0	0	0	0
1700060C20Rik	0	0	0	0	0.167095333333333	0	0	0	0	0.2192635	0.1483245
1700060J05Rik	0.0819585	0	0	0.0713945	0.412584666666667	0	0	0	0	0	0.134071
1700060O08Rik	1.1326125	0	0	5.47051	0	0	0	0	0	19.6575	8.572655
1700061E17Rik	0.057731	1.04997	2.505785	0.096645	0	0	0	0	0	0	0
1700061E18Rik	0.0889335	0	0	0	0	0	0	0	0	0	0
1700061F12Rik	0.8419185	0	0	8.860665	0	0	0	0	0	11.202255	11.06817
1700061G19Rik	12.80961	18.7246785	7.9680355	0.2518105	19.270055	6.16778	6.231835	7.55525	6.92617	0	0.03505475
1700061H18Rik	0	0	0	0.082199	0	0	0	0	0	0	0.1377205
1700061I17Rik	0.0529195	0	0	0.0224603	0	0	0	0	0	0.0795395	0
1700061J23Rik	0	0	0.0647105	0.50909	0	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0	0	0	0
1700063D05Rik	0.7740965	0.332265	0.870841	1.10188	3.75084	0.776113	0.801719	2.99623	2.87664	0	1.209832
1700063H04Rik	3.74609	0.3241925	0.296461	2.4882	0	0	0	0	0	0.519191	1.0144615
1700063H06Rik	0	0	0	0	0	0	0	0	0	0	0
1700063I16Rik	0	0	0	0	0.109007	0	0	0	0	0	0
1700063K16Rik	0	0	0	0	0.318638333333333	0	0	0	0	0	0
1700063O14Rik	0.267928	0	0	0.8586815	0	0	0	0	0	0	0
1700064H15Rik	0	0.9920425	0.3282135	0.623225	0	0	0	0	0	0	0
1700064J06Rik	0	0	0	0	0.245730666666667	0	0	0	0	0.60613	1.7324
1700064M15Rik	0	0	0	0.160869	0	0	0	0	0	0	0
1700065D16Rik	0.08332285	0.0197533	0	0.05319815	0.040627	0	0	0	0	0.0276058	0.0218724
1700065I16Rik	0	0	0	0.786173	0	0	0	0	0	1.22386	0.5081085
1700065J11Rik	0	0	0	0.280867	0	0	0	0	0	0	0
1700065J18Rik	0	0	0	0	0	0	0	0	0	0	0
1700065L07Rik	0	0	0	0	0	0	0	0	0	0	0
1700065O20Rik	0.682915	1.396135	2.48412	0	0.107229333333333	5.62965	5.532165	0	0	0	0
1700066B17Rik	0	0	0	0	0.115615333333333	0	0	0	0	0	0.575385
1700066B19Rik	0.16426725	0.1761627	0.1529975	0.3848587	0.213330766666667	0	0	0	0	0.6997905	0.222016
1700066C05Rik	0.410113	0.475407	0.1516085	1.56117	6.9703e-07	0	0	0	0	0	1.42908
1700066J03Rik	0.9913175	0.6081025	0	0.640478	0	0	0	0	0	0.4231865	0
1700066M21Rik	5.3826995	4.392165	1.332095	31.756295	1.50799533333333	4.47529	4.61939	8.26354	7.80718	61.58985	26.45145
1700066N21Rik	0	0	0	0	0	0	0	0	0	0	0
1700066O22Rik	0.0924155	0	0	0.080936	0.119721666666667	0	0	0	0	0	0
1700067G17Rik	0	0	0.4992105	0	0	0	0	0	0	0	0
1700067K01Rik	2.8515155	1.387531	0.527224	35.9470425	0.155760666666667	0.221584	0.1833805	0	0	14.069625	12.674928
1700067P10Rik	0.2305715	0	0	0.208726	0	0	0	0	0	0	0
1700069B07Rik	0	0.080275	0	0	0	0	0	0	0	0	0
1700069L16Rik	19.1950805	6.160728	1.618516	2.410037	0.43247	0	0	0	0	0.166394	0.116955
1700069P05Rik	0	0	0	0	0	0	0	0	0	0	0
1700071G01Rik	0	0	0	0	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0	0	0	0
1700071M16Rik	0	0	0	0	0.0226794333333333	0	0	0	0	0	0
1700072B07Rik	0	0	0	0	0	0	0	0	0	0	0
1700072G22Rik	0	0	0	0.1782635	0.290715333333333	0	0	0	0	0.2661455	0
1700072O05Rik	0.518865	1.13888	0	0	0	0	0	0	0	0	0.79098
1700073E17Rik	0.0921915	0	0	0	0.250881333333333	0.365851	0.453657	0	0	0	0.189619
1700074A21Rik	0	0	0	0	0	0	0	0	0	0	0
1700074H08Rik	0	0	0.061784	0.195026	0	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0.0321035333333333	0	0	0	0	0	0
1700080E11Rik	0	0	0.28091	0	0.095487	0	0	0	0	0.176572	0
1700080G11Rik	1.12346	0	0	0.1350405	0.894833333333333	0	0	0	0	0.442326	0.786075
1700080N15Rik	0.0881475	0	0	0	0	0	0	0	0	0	0
1700080O16Rik	3.303787	9.78563	6.632495	1.5204905	1.11024033333333	0	0	0	0	0	0.111003
1700081H04Rik	0	0	0	0	0	0	0	0	0	0	0
1700082M22Rik	1.819955	1.649091	1.9562715	1.445315	5.72484333333333	3.73985	3.85698	2.3988405	1.91493	0.2015585	2.448654
1700083H02Rik	0	0	0	0	0	0	0	0	0	0	0
1700084C06Rik	0.8498165	0.9052315	0.355315	0.140714	0	0	0	0	0	0	0.1080445
1700084E18Rik	1.936925	0.4837908	0.34302415	0.117435	0.138278	0	0	0	0	0	0.1835335
1700084F23Rik	0.3106362	0	0	6.544945	0	0	0	0	0	6.237482	7.7064495
1700084J12Rik	0.7242755	1.6291135	0.4041465	0.10232477	1.365436	0	0	0	0	0.078126	0.2438945
1700084M14Rik	0.567085	0	0	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0	0	0.0653
1700086D15Rik	0.0517225	0.0594542	0.157428	0.420711	0.243642	0	0	0	0	0.42053	0.401791
1700086L19Rik	1.345881	0	0	12.4917995	0	0	0	0	0	0	0.3678335
1700086O06Rik	1.205515	0.322261	0.320859	2.6171115	1.54610866666667	0.408545	0.4551155	0	0	0.463334	0.903347
1700086P04Rik	1.44942	0.3753275	0.53892	6.575305	3.31551666666667	0.64485	0.80781	0	0	5.407165	4.100485
1700087M22Rik	0	0	0.723595	1.8184	1.02225666666667	0	0	0	0	0	2.6688
1700088E04Rik	10.623860698	9.1709345	2.91573195	4.5645209	0.903492466666667	0.980023	0.865299	0	0	0.802641	0.9186865
1700091H14Rik	0	0.0422908	0.172277	0	0.0534116666666667	0	0	0	0	0	0.0840345
1700092C02Rik	0.821275	0	0	0.6955895	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0	0
1700092C17Rik	0	0	0	0.54927	0	0	0	0	0	0	2.358015
1700092E19Rik	0	0	0	0	0.145332333333333	0	0	0	0	0	0
1700092K14Rik	0	0	0	0.1552795	0	0	0	0	0	0	0
1700092M07Rik	8.446505	18.800155	12.45515	8.81273	2.20826566666667	0	0	0	0	3.5819955	5.38455
1700093J21Rik	0	0	0	0.079964	0	0	0	0	0	0.380687	0.133148
1700093K21Rik	5.0610718	2.13568	0.6396435	7.5790955	1.01121133333333	0.289087	0.239245	2.80689	2.62859	5.6298895	8.536956985
1700094J05Rik	0.0608835	0.2921825	0.02985325	0.5214935	0.421206666666667	0	0	0	0	0.4827225	0.2987435
1700094M24Rik	1.038797	0	0.290852	0	0	0	0	0	0	0	0
1700095A13Rik	0	0	0	0	0	0	0	0	0	0	0
1700095A21Rik	1.367375	0.8113365	2.860405	1.0823045	3.18637333333333	3.93534	3.787665	1.518845	1.49672	1.569005	1.15428
1700095B10Rik	0	0	0.001441245	0	0.086533	0	0	0	0	0	0
1700095J03Rik	0	0	0	0	0.163376	0	0	0	0	0	0.0545115
1700095J07Rik	1.6209705	0.928716	0.876674	1.128311	0.651200666666667	0.567334	0.4695185	0	0	0.14684605	1.269641
1700095J12Rik	0.0649515	0	0	0.18378	0	0	0	0	0	0	0
1700095K22Rik	0	0	0	0.2560675	0	0	0	0	0	0	0
1700096J18Rik	0	0	0	0	0	0	0	0	0	0	0
1700096K18Rik	2.03358	2.27435	0.7810675	0.4070105	6.02790666666667	0.136105	0.1126385	0	0	0.465262	0.140875
1700097M23Rik	1.5082425	0.4010155	10.46558	0.06885995	8.52999666666667	13.0017	17.117952	5.272505	5.64584	0.1151605	0.246896
1700097N02Rik	0.070956	0	0.702535	16.2262	0.237306666666667	1.63978	1.58667	7.90516	8.26965	8.412875	11.15894
1700099I09Rik	0	0	0	0	0	0	0	0	0	0	0.1961155
1700100L14Rik	0	0	0	0.254917	0.299492666666667	0	0	0	0	0	0.504167
1700101I11Rik	0	0	0	0	0.119809333333333	0	0	0	0	0	0
1700101I19Rik	0	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0
1700102F20Rik	0	0	0	0	0	0.384481	0.476207	0	0	0	0
1700102P08Rik	0.15365	0.1113605	0.2280235	0.3741245	1.03698066666667	0	0	7.87514	7.87611	0.3761325	0.127743
1700104B16Rik	0	0	0	3.029237	0	0	0	0	0	2.2081855	1.075833
1700105P06Rik	0.741913	0.403409	0.447306	0.19355	0.085283	0.107852	0.0892455	0.218824	0.275114	0.0483194	0.14762425
1700108F19Rik	0.0231533	0.02685985	0.03632375	0.02844075	7.79995023333333	0	0	0	0	0.331767	0.7981355
1700108J01Rik	0.155208	0	0	0	0.160673666666667	0	0	0	0	0	0
1700108N11Rik	0	0.1445765	0.6311155	0	0.0610163333333333	0	0	0	0	0	0
1700109G14Rik	0.063011	0.351166	0	0.228926	0.253622333333333	0	0	0	0	0	0.8815665
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	0.540755
1700109H08Rik	1.3962995	0.4857285	0.5668966	0.696857	0.833160666666667	2.16149	2.04279	4.42312	4.43942	0.070716	1.4511825
1700109I08Rik	0.218404	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	0.5356825	0.303489	0.1364575	0	0.641222666666667	3.07991	2.81127	0	0	0	0
1700110C19Rik	0.07243	0	0	0	0.231697	0	0	0	0	0.3549805	0
1700110I01Rik	1.2129915	0.2543125	0.6303615	1.401085	1.104193	5.44339	5.663875	0.234348	0.171833	0.2618275	1.6309665
1700110I07Rik	0.0648405	0	0.95798	0	0	0	0	0	0	0	0
1700110K17Rik	0	0	0	0	0.0823573333333333	0	0	0	0	0	0
1700111E14Rik	0	0	0	0	0	0	0	0	0	0	0.1641985
1700111N16Rik	0.4510755	0.2182125	0.1508025	0.353503	0.0930656666666667	0	0	0	0	0	0.4722785
1700112D23Rik	5.0711785	1.740179	0.84642	4.0166995	0	0.533646	0.658965	0	0	4.26245	8.26621
1700112E06Rik	3.433342	0.0921245	0.04197985	0.719937	0.24762	0	0	0	0	0.9126045	0.8233305
1700112H15Rik	0.2182935	0	0	1.5343105	0.113977333333333	0	0	0	0	6.569795	5.510925
1700112J05Rik	0	0	0.04582085	0	0	0	0	0	0	0	0
1700112J16Rik	0.222428	0.111552	0.082928	0.35850265	0.662072333333333	0.0845389	0.0704195	0.0120093	0	0.0692025	0.7754136
1700112K13Rik	0	0	0	0	0	0	0	0	0	0	0.1182005
1700113A16Rik	2.6189705	4.484835	1.7583735	1.225428	2.44350666666667	5.57701	5.694855	0	0	1.3537985	1.69033
1700113B19Rik	0	0	0	0	0.258216333333333	0	0	0	0	0	0
1700113H08Rik	0	0	0	0	0	0	0	0	0	0	0
1700116B05Rik	1.492365	0	0	16.23095	0	0	0	0	0	1.6066	9.70402
1700119H24Rik	0	0	0	0	0	0	0	0	0	0	0
1700119I11Rik	0	0	0	0	0	0	0	0	0	0	0
1700120B22Rik	2.371845	1.40107	0.4747005	0.1238835	0.265744666666667	0	0	0	0	0	0.60671
1700120C14Rik	11.23873	18.46155	9.93975	7.191985	3.57738133333333	3.17967	3.6221915	1.623414	1.25583	2.535006	2.526442
1700120C18Rik	0	0	0	0.078394	0	0	0	0	0	0	0
1700120E14Rik	0	0	0.382424	0	0.254509333333333	0	0	0	0	0	0
1700120G07Rik	0	0	0.0337138	0.054714	0.159158666666667	0	0	0	0	0.115993	0.201188
1700120G11Rik	0.303451	0	0	0	0	0	0	0	0	0.67273	0.336552
1700120K04Rik	0	0	0	0	0	0	0	0	0	0	0
1700120O09Rik	0	0	0	0	0	0	0	0	0	0	0
1700121C08Rik	0.0949785	0	0	0	0.140026333333333	0	0	0	0	0	0.1245445
1700121L03Rik	0.069081	0	0	0	0.131962666666667	0	0	0	0	0	0.11745
1700121L16Rik	0.571905	0.563443	0.3680585	2.028924	1.40667666666667	0	0	2.4957	3.17108	0	0.93693
1700121N20Rik	0	0	0	0	0.156214	0	0	0	0	0	0
1700122D07Rik	0	0	0	0	0.207494	0	0	0	0	0	0.45003
1700122E12Rik	0.974755	0.175776	0.94602	1.968275	0.585117333333333	0.669196	0.55382	1.65219	2.0993	0.3551255	5.185055
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0
1700123I01Rik	1.858194	7.676075	30.79995	1.243414	3.39681533333333	8.65986	8.386575	0	0	1.19118	2.5410675
1700123K08Rik	0.1376045	0	0.0810095	0.050128	0.295800666666667	0	0	0	0	0	0.289414
1700123L14Rik	0	0.03494315	0	0.224024	0	0	0	0	0	0	0.15007355
1700123M08Rik	1.595969	1.5486785	1.401485	1.308936	0.270419	0	0	0	0	0	1.4066465
1700123O12Rik	0.350074	0	0	0.494224	0	0	0	0	0	0	0.2694845
1700123O20Rik	20.21195	32.5314	18.73855	2.72792	31.6644333333333	28.1149	27.59485	12.75515	12.3984	0.468982	0.655943
1700123O21Rik	0.3864655	0	0.1889805	0.260893	0	0	0	0	0	0	0.4452045
1700124L16Rik	1.4284395	0.6287885	0.051483	3.425119	0	0	0	0	0	0	0
1700125G02Rik	0.492936	0.3256875	0	0	0	0	0	0	0	0	0
1700125G22Rik	0.2814375	0.319729	0.104598	3.58347	0.476442666666667	0	0	1.267275	1.61022	1.078122	2.012885
1700125H03Rik	0	0	0	0	0	0	0	0	0	0	0.136716
1700125H20Rik	3.0111375	2.813705	0.880685	0.7053275	4.54749706666667	0	0	0	0	0	0.121822
1700126A01Rik	0	0	0	0	0.033848	0	0	0	0	0	0
1700126G02Rik	0.4387815	1.96375	0.3883005	0.6124455	0.272649	0	0	10.255245	9.35284	0.4713805	0.4309375
1700126H18Rik	0.7446545	0	0	0.2995925	0	0	0	0	0	0.53494	0.603415
1700128A07Rik	0	0	0	0	0	0	0	0	0	0	0
1700128E19Rik	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	0.4972045	0.0589705	0.383197	0.6801785	0.747098	0	0	0.6109985	0.569885	0	0.164198
1700129C05Rik	0	0	0	0.620615	0.050172	0	0	0	0	0	0.1574935
1700129L04Rik	0	0	0	0.6593745	0.0440206666666667	0	0	0	0	1.1267625	1.5202245
1810006J02Rik	0	0	0	0.1054075	0.100421333333333	0	0	0	0	0	0.40035425
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0.2319535
1810007D17Rik	0.573776	0	0	0.1351935	0.182116666666667	0	0	0	0	0	0.326302
1810008B01Rik	0	0	0	0	0	0	0	0	0	0	0.2908625
1810008I18Rik	0.10594655	0.02404425	0.33151199	1.2171915	0.1873673	0	0	0	0	0.778434	1.4103145
