gene	MII_oocyte	zygote	early_2cell	2cell	4cell	8cell	mESC
Mir3960	0	0	0	0	0	0	0
Mir1945	0	0	0	0	0	0	0
Kir3dl2	0	0	0	0	0	0	0
Trafd1	96.4102	39.935	61.6746	8.97929	6.96104	5.77598	0.559888
Cacng2	0	0	0	0	0	0	0
Crip2	3.60867	3.60517	9.67295	1.91976	4.40924	105.606	13.5069
Il1f10	0	0	0	0	0	0	0
Phxr4	0	0	0	0	0	0	0.107842
Cyp3a57	0	0	0	0	0	0	0
Srsf3	56.9196	75.1037	57.4433	37.1942	166.303	263.97	281.495
Olfr62	0	0	0	0.0543736	0	0	0
Sox10	0	0	0.0156353	0.0492742	0	0.0424615	0.0506775
Chchd2	1.32944	30.9609	56.5203	297.391	482.422	473.686	495.36
Olfr553	0	0	0	0	0	0	0
Olfr270	0	0	0	0	0	0	0
Ggcx	2.15913	0.871581	1.50693	0.317588	1.56811	0.947473	0.978825
Hist1h4i	0.749575	2.21944	2.44184	2.64288	0.590074	0.690027	3.68956
Mipol1	6.39265	5.07473	6.07795	1.92071	0.470018	0.115293	3.13561
Sgk3	0.209809	0.222019	0.880302	8.19271	21.9897	32.2185	0.943847
Slc24a3	5.99052	3.80691	4.12528	2.29625	0.297735	0.188153	0
Cers6	43.3891	44.6056	25.4927	3.44854	1.55701	2.43139	0.170752
Mir6537	0	0	0	0	0	0	0
Adamts4	4.32142	1.50116	2.44849	0.285728	0.130856	0	0.403439
Akr1b8	1.5638	4.85155	3.20696	0.259625	0.227913	3.99967	4.37966
Mir291a	0	0	0	0	0	0	0
Otud6b	22.1391	21.318	21.7085	95.733	151.141	97.9748	17.7791
Mir200b	0	0	0	0	0	0	0
Cpt1a	0.0455565	0.140986	0.629993	2.51223	8.17787	7.37962	3.16835
Il2ra	0.824278	2.32403	2.23094	0.127236	0.0238932	0.00845278	0.0301296
Kbtbd4	24.2661	15.9441	16.2196	13.9339	11.4562	11.7064	5.22598
Arl6ip5	0.872042	0.280998	0.523533	0.0359652	0.0441887	0.0923785	0.782026
Gm10094	37.6726	259.611	267.591	251.242	210.183	162.589	244.448
Rab2b	3.82948	2.64423	1.81364	14.4059	16.151	18.1357	0.99651
Olfr1026	0	0	0	0	0	0	0
Gga3	6.36805	4.90758	6.01164	8.67513	4.46987	3.31112	5.15844
Yes1	20.3597	15.0104	11.0212	5.09524	5.66113	5.78335	16.1087
Gm7257	0	0	0	0	0	0	0
Pld3	12.5521	4.76461	4.09222	5.13987	31.8165	67.3399	1.75044
Dedd	93.807	89.4285	104.583	17.5874	27.2204	30.0321	5.97004
Mcm10	48.5863	38.0519	23.3617	14.9712	42.0149	47.5785	11.1365
Gm12253	0	0	0	0	0	0	0
Chp2	0.207733	0.474063	0.369845	0.210438	0	0	0
Mir7657	0	0	0	0	0	0	0
Bcas3os1	0	0	0	0.126554	0.103093	0.291046	0
Oser1	36.8581	467.213	491.134	154.833	142.286	98.7082	13.9707
Tmem47	12.6255	7.81248	4.77124	1.19349	1.93847	0.533625	2.42823
AW146154	14.8925	19.0405	11.979	1.85356	0.487439	1.22159	0.912347
Ccdc28b	2.10997	5.89366	6.06475	1.51984	0.391726	0.483607	7.14918
Dpyd	0	0	0	0	0	0	0
1700036G14Rik	0	0	0	0	0	0	0.37375
Otor	0	0	0	0	0	0	0
Lypd8	0	0	0	0	0	0.742245	0
Mir6972	0	0	0	0	0	0	0
Abcb6	2.48947	2.50299	3.69195	2.20609	7.89521	6.50035	3.35525
Ms4a6d	1.69237	11.1552	5.66606	0.349956	0.0429868	0.0899167	0.326009
Tbc1d14	158.179	80.2768	49.0286	7.12618	5.14462	5.22055	2.2123
Ccnl2	92.4035	44.8657	37.3372	42.035	66.1923	23.1138	13.9724
Cdca7	9.121	5.87978	5.791	13.0129	45.5212	31.361	28.8735
Wdr47	65.1065	38.5578	42.8577	13.2151	12.3411	7.35292	0.759943
Atp1a2	0	0.0147095	0	0	0	0	0
Hotair	0	0	0.0779104	0.040764	0	0	0
Tas2r136	0	0	0	0	0	0	0
Ptpn11	20.0039	14.678	12.4869	24.454	16.1908	6.75044	3.03209
Vmn1r32	0.0849427	0.0600344	0.157911	0.183961	0.337544	0.0475267	0.0567984
Slc5a5	0.36951	0.163899	0.244666	0.121102	0.203523	0.182705	0.46686
Pbk	25.8952	18.6601	24.7946	60.604	134.076	151.371	20.5985
Ctdnep1	0.27627	0.577678	0.755924	4.16845	2.45836	1.59537	3.87074
Clec4d	0	0	0	0	0	0	0
Lyzl6	0	0	0	0	0	0	0
Cyp2t4	0	0	0	0.0625594	0.806118	0.804679	0.0970063
1700020I14Rik	0.789709	5.33916	5.08025	13.6103	13.7599	15.0205	20.669
Zik1	0.92122	0.802598	1.23606	0.16586	0.189826	0.0805591	2.10659
Mir7669	0	0	0	0	0	0	0
Mir707	0	0	0	0	0	0	0
Oaz3	0.463168	0.872253	1.18089	1.79198	1.2065	0.600774	0
Ppargc1b	2.85328	1.27654	0.442232	0.334982	0.0438328	0.103248	0.0737132
Spata7	30.0134	19.5802	11.6524	2.83969	6.82386	5.58087	3.51939
Mir8110	0	0	0	0	0	0	0
Lig1	9.42922	4.32725	2.6811	1.42697	6.01302	5.84408	23.0822
Pqbp1	5.09705	7.82907	4.70593	79.3014	121.442	170.796	28.4214
Gm1821	129.496	249.109	247.193	378.555	485.965	425.874	1089.3
Kcna4	0	0.00956527	0	0	0	0	0
Mir7082	0	0	0	0	0	0	0
Bean1	0	0	0	0	0.0848135	0.299339	0
Kdm5d	0	0.0168364	0	0.408539	0.728472	0.230846	0
Haao	0	0	0	0	0	0	0.124243
Ovol2	0	0.181417	0.511532	24.2226	42.5638	37.6237	0.700389
Mir1896	0	0	0	0	0	0	0
Creb3l2	1.24733	0.88731	0.540854	0.596428	0.518144	0	0.163399
Cux1	10.2391	5.69809	4.64757	1.30726	0.99081	1.80726	1.3137
Serpina4-ps1	0	0	0	0	0	0	0
Phf11b	0	0.757124	0.846147	0.084863	0.0174061	0.0483357	0.0440331
Alg8	4.84426	3.32901	2.18999	1.48597	5.09529	4.56073	1.34316
Magee1	0	0	0.165501	0	0.0456803	0.225894	0.268883
Ssfa2	6.41636	4.39193	3.14912	4.31536	2.04431	1.38908	1.74443
Gtpbp1	36.064	14.6181	13.0334	3.34732	2.08397	0.992359	3.10662
Cdca2	38.0056	30.8036	5.19686	15.2218	7.63527	4.5533	10.6707
Prok1	0	0	0	0	0	0	0
Vmn1r73	0	0	0	0	0	0	0
BC068281	0.541816	0.314381	0.157396	2.12293	0.659501	0.30113	0.699407
Zfp386	0.241752	0.243933	2.33235	6.14994	3.73097	2.50589	1.01436
Cox15	0.918726	0.473431	0.689163	0.465833	2.65516	2.19256	1.1853
AW549877	2.00729	4.48191	2.85067	1.24612	1.79982	1.2964	3.28661
Stk38l	7.82629	5.91624	4.8413	11.8391	13.6832	7.06564	2.16307
Olfr796	0	0	0	0	0	0	0
Coro1b	12.5707	7.77797	10.4137	6.00562	11.9577	9.20297	10.1442
Fbxo4	0	0	0	0	0	0.0109867	0.196199
Uts2r	1.76878	2.32058	2.49968	0.875083	0.704055	1.00965	0
Pdgfa	7.40786	0.512823	0.78717	0.599871	3.2051	5.06974	5.46129
Uba1	97.4502	49.2015	77.1051	19.3668	31.1482	56.6394	18.2678
Pcsk4	0	0	0.050982	0.231759	0.0872176	0	0
Rabl2	20.6802	13.4541	18.1718	3.29586	5.26128	7.85266	0.968303
4930544M13Rik	0	0	0	0	0	0	0
Rad54l2	1.63759	1.57964	2.25324	5.72487	3.10719	6.41319	0.516589
Gm7538	0.595311	0.310336	0.781326	0.21781	0	0	0.0964922
Mir6990	0	0	0	0	0	0	0
Tsen34	1.27358	0.372519	0.234618	6.85477	25.5362	32.8424	30.7322
St8sia3os	0	0	0	0	0	0	0
Gjb2	3.11295	0.895984	1.53523	0.149688	0	0	0
Itgb2	0.189499	0.0168028	0.354053	0.248174	0.208559	0	0.0478428
Zfp513	28.0559	9.3386	10.4824	12.1242	6.02563	1.15433	2.02203
Olfr1443	0	0.0214994	0	0.0100018	0	0	0
Vmn2r-ps129	0	2.06918	1.12764	3.5168	2.29664	2.59558	2.52191
Pcdha5	2.54148e-07	1.53634e-05	2.06138e-07	3.52887e-07	5.31457e-15	0	0
Mir384	0	0	0	0	0	0	0
4930434J06Rik	0	0	0	0	0	0	0
Ccno	176.298	139.026	87.42	14.4355	6.13575	1.8567	0
Dhdds	11.482	7.10686	4.85443	10.2922	16.5665	14.0237	2.14463
Zyg11b	0.346649	0.426974	0.477595	3.16983	1.55178	1.23354	1.57943
Man1a2	2.69749	1.89192	1.85533	3.08892	3.10044	3.04209	1.49741
Sim1	0.043098	0.0928247	0.387473	0	0.00706323	0	0
Samhd1	4.23354	8.42343	5.36798	6.59777	7.82567	5.2289	3.74252
Nubp1	0.099468	0.256786	0.301618	2.75611	17.1397	27.6207	16.7721
Pde4d	1.64431	0.769517	0.923732	0.20572	0.081164	0	0.279036
Olfr1380	0	0	0	0	0	0	0
Hlx	0	0	0.0607117	0.0211608	0	0	0
Olfr328	0	0	0	0.0138657	0	0.0471827	0
Olfr403	0	0	0	0	0	0	0
Ctdspl2	16.1815	18.4139	20.6209	15.72	16.188	15.4067	4.01592
Slc25a25	0.71792	0.331221	1.44394	15.6422	21.81	12.0838	1.4556
Six5	0	0.0168608	0	0	0	0.0268304	0.28803
Oas1b	9.13806	5.64182	7.46887	0.805446	0.0308196	0	0
Sel1l	10.427	4.95183	5.06995	4.50776	3.78029	2.70085	2.0984
Obp2a	0	0	0	0	0	0	0
Nhlrc1	0.0608143	0.0643655	0.470003	0.118119	0.192713	0.203355	0.425666
Pomc	0	0	0.347448	7.81765	5.97656	1.17441	1.88859
Nkiras2	2.97118	2.45043	7.39822	9.51923	23.519	20.3188	3.19663
Per3	5.89137	9.95813	19.3752	5.96107	1.25507	0.327341	1.49438
Gm8764	0.308792	0.18278695	53.77685	22.96765	1.14489	0.228251	2.173
Copg2	14.2535	4.71646	6.31047	1.29198	0.457955	0.584933	2.09327
Ddx26b	0	0.0246892	0.629785	1.58173	0.57385	1.48401	0.423656
Apoa1bp	8.14098	5.58113	4.00013	20.6844	10.7479	6.66138	17.4914
Zfp236	1.90978	1.09195	1.27912	1.82443	0.986616	1.46625	0.302293
Lrrc10b	0	0	0	0.0219433	0.0268659	0.0566244	0
Ube2d2a	203.882	155.276	215.013	114.081	28.4534	15.5225	31.822
Mthfd1	25.4995	13.098	11.0598	4.77553	26.908	25.0716	16.2678
Chd2	0.373829	0.25125	0.144756	0.392609	0.393147	0.28291	2.23127
Vmn1r78	0	0	0	0	0	0	0
Noxo1	5.92795	3.66151	3.42015	0.546027	0.222743	0.348103	0.249916
Ints1	0.963944	0.27547	0.18077	3.56684	6.83146	3.60275	1.29012
1700093K21Rik	1.2822	3.03971	2.12119	3.39978	1.31565	0.390519	0.317119
Itih3	0	0.188062	0.150082	0.110432	0	0	0
Gm2042	0	202.25	271.799	30.2954	15.9126	0.202562	0
Olfr127	0	0	0	0	0	0	0
Nxf2	0.0900863	0.0412125	1.31486	0.983085	0.855206	5.70811	0
Krt1	0	0	0.0525186	0	0	0	0
Hoxb5	0	0	0.0931009	0	0	0	0
Amdhd2	0.727737	0.613088	0.533957	2.17604	12.8379	8.24043	2.11606
Scyl1	6.60681	3.27195	4.16096	5.93524	12.0718	8.57886	1.35868
Olfr57	0	0.0525577	0	0	0	0	0
Elmod3	1.59183	0.785373	0.917803	2.01522	0.42784	0.654756	0.63538
Capn3	0.117159	0.116384	0.145971	0.0681219	0.0624755	0.51356	0.31535
Crb3	41.3755	17.8284	21.1699	81.756	116.874	99.4876	1.72984
Raet1a	0.492303	9.28971e-12	0.229949	1.11918e-09	0.023594	9.97576e-12	0.362676
Gm8898	0.22393	0.1121795	0.242086	0.11574245	0.5022605	1.173755	0.359332
Gm21498	0	0	0	0	0	0	0
Lama1	0.376133	0.403344	0.330794	0.0400508	0	0	0.423901
Fanca	0.888325	1.01142	0.532253	1.45176	2.15004	1.53304	1.75295
Tmem86a	0.0812177	0.0284247	0.521531	2.94676	3.6747	1.62099	0.160027
C87499	908.703	607.596	332.228	23.9173	3.8232	0.615568	0
Xaf1	0	0.180694	0.744129	1.44705	3.17592	3.02934	9.34078
Josd1	5.25958	9.60882	10.2263	7.99701	2.41853	1.78623	2.35282
Cpne2	0	0	0	0	0	0	0.0605782
AI464131	0	0.0335776	1.59566	5.38084	22.2099	9.00924	0.833209
Ly6c2	0	0	0	0	0.125074	0.047547	0.211438
Crygn	0	0	0	0	0	0	0
Olfr774	0	0	0	0	0	0	0
Chmp2a	3.35446	8.10261	7.99901	89.7645	120.338	82.4873	93.5606
Dnase1	0	0	0.18	0.0370562	0.091083	0.126862	0
Olfr659	0	0	0	0	0	0	0
Zfand1	1.78068	1.7626	1.7935	0.17714	0.470797	1.41855	22.6014
Mir10b	0	0	0	0	0	0	0
Rnf208	0	0.0403635	0	0.216918	0.0888431	0.619035	1.01078
4921515E04Rik	0	0	0	0	0	0	0
Gm10421	0	0.14685	0	0	0	0	0
Olfr352	0	0	0	0	0	0	0
Shisa4	0.271119	0.185823	0.201428	0.0412926	0.101604	0	0.257006
Polr2l	1.03734	2.23391	8.03692	38.8285	45.1837	41.0461	19.47
Gm3143	374.371	234.716	382.098	54.6327	7.15601	2.0931	0
Acacb	1.85027	1.05731	0.687787	0.475368	1.31161	1.38943	0.276819
Glra2	0	0.0176378	0.0154798	0	0	0.0700801	0
Vgll3	0.0200321	0.0427536	0	0	0	0	0.203401
En1	0.0538249	0	0.0334045	0	0	0	0.108196
Khdc1b	2112.32	1880.68	1851.28	488.538	95.5445	22.4334	0
Shank2	0.742561	0.438964	0.666056	0.302702	0.0984531	0	0
Snord35a	0	0	0	0	0	0	0
4930413E15Rik	0	0	0	0	0	0	0
Rell1	29.8708	11.0863	8.82586	8.07379	2.25851	0.504132	3.22609
Gm20257	0	0.253887	1.46662	0.0276207	0	0	0
Irak3	0	0.0161434	0.141772	1.25285	1.16664	2.71329	2.48374
Pgrmc2	2.06287	1.43293	0.797065	2.89868	3.75833	1.69371	3.49371
Prkcdbp	0	0	0.14557	0	0	0	0.153963
Map4k2	2.08241	0.509533	0.656913	0.496038	0.376944	0.192895	0.720158
Mpc1	16.5754	38.851	37.9185	143.73	131.213	168.385	22.8365
4922502H24Rik	0	0	0	0	0	0	0
Olfr497	0	0	0	0	0	0	0
Gm6583	0	0	0	0	0	0	0
Pbdc1	8.97274	7.69055	9.28201	35.0346	37.734	63.8858	38.9286
Asrgl1	0.399281	0.368329	0.531539	0.139124	0.389133	0.171073	7.18326
Urb1	5.1042	1.66232	1.46053	3.17559	5.04316	4.10935	2.68511
Meis2	209.945	241.629	85.584	24.4975	2.99808	0.443409	0.0863765
Raver1-fdx1l	0.948715	1.59034e-06	1.65869	0.356326	2.74188	0.98768	1.12855e-07
Slc7a10	0	0	0	0.0235211	0	0	0
Robo2	0.266916	0.160729	0.233807	0.0211304	0	0	0
Vmn1r129	0	0	0	0	0	0	0
Fam26e	0	0.0285168	0.224229	0	0	0	2.72903
Cacna2d1	0.530994	0.405833	0.298249	0.333843	0.112274	0.00993616	0.123789
Gtf3c1	13.7783	3.71962	3.71302	15.1796	18.6975	10.0414	1.24179
Thoc7	102.601	42.5393	53.0815	62.6653	94.8894	86.9017	85.2593
Frmpd4	1.46618	1.2106	1.23822	0	0	0	0.0320088
Cyp4a14	0.469763	0.254028	0.651175	0	0	0	0.0554877
Alg14	5.51473	2.50588	3.17678	5.09258	7.42151	13.7679	15.0408
Lman2	20.4594	6.89536	6.44009	19.0946	48.0045	30.4955	9.50369
Nom1	2.58497	2.10769	1.26672	24.2324	34.5683	20.4939	5.83132
Mir7668	0	0	0	0	0	0	0
Pla1a	4.92805	2.28784	1.55665	0.951446	1.47788	3.59146	1.00475
Jade1	0	0.0840581	0.199989	3.42059	2.50788	2.34139	55.1062
Tsen54	0.398578	0.636246	1.24674	9.03723	26.6603	14.3419	1.50882
Tcf12	4.11505	3.01952	3.92205	3.40934	2.02906	3.78614	1.9327
Smoc2	92.1218	6.47605	6.25228	0.988255	0.268458	0.608447	0
BC017643	0.318324	0.0440208	0.0771337	6.12839	8.15457	4.96033	2.74348
Proser3	0.686041	0.376113	0.451304	0.49147	0.445303	0.0470299	0.561972
Hes2	0	0	0.118595	0	0	0.0612385	0.0548635
Mybpc3	0	0	0	0	0	0	0.0644984
Tbc1d30	2.00566	1.3723	0.803794	0.10552	0.00919482	0.0065143	0.0231847
Taf12	37.6162	64.1068	76.1039	81.7259	55.279	44.1723	31.8675
Chst8	0	0	0.035818	0.262782	0.206664	0.0969743	0
AI839979	0.0690873	0	0.0410072	0	0	0.0358903	0.130744
Mir203	0	0	0	0	0	0	0
Lenep	0.323594	0.827531	2.10257	0.686623	0.320368	0.28918	0.271281
Clptm1	2.98129	4.30129	5.78716	11.0711	25.1306	22.3349	1.32861
Ept1	8.0976	8.66598	7.2541	7.84067	9.46212	12.4461	2.59895
Sox15	3.59724	3.19497	4.64095	19.0285	230.756	274.003	3.93279
Mir688	0	0	0	0	0	0	0
Srek1ip1	105.472	34.2869	21.4517	13.0638	2.87837	1.18562	14.2006
Arhgdib	0	0	0	0	0	0.0444818	3.00665
Tmem179	0	0	0	0	0	0.179723	0.703206
Aasdh	3.66843	3.86396	3.84678	2.78102	2.91936	2.51252	1.27596
Ints8	13.343	0	3.75379	13.5663	20.1755	16.6981	9.09278
Apbb1ip	0	0	0	0	0.0431254	0.0455613	0
Agxt	0	0	0	0	0	0	0
Mir219c	0	0	0	0	0	0	0
Stx6	38.5705	12.9474	15.1834	5.60539	3.30543	1.0221	2.25485
Alkbh6	1.30481	0.563927	0.728656	1.74682	4.58218	5.20262	5.80258
2210406O10Rik	5.27079	10.2531	11.5823	0.634807	0.491892	0.042501	0.494195
Fam104a	37.9635	17.7916	46.1474	17.4945	27.2619	17.109	11.8021
Dock10	0.277043	0.361281	0.120832	0.0291205	0	0.0151097	0
Luc7l3	27.6016	16.5047	4.43383	15.4699	9.57211	10.4547	34.8249
Pigz	0	0	0	0.0207693	0.076263	1.50124	0
Ect2l	0	0	0.0145427	0	0	0.0131842	0
Lsmem1	1.32175	1.76883	0.432836	0.322956	0.148965	0.103541	0
Slc22a6	0	0	0	0	0	0	0
Gm16712	0	0.101331	0.310266	0.346927	0.226603	0.218751	0.500683
Cog8	16.2936	4.79996	2.96012	6.14425	14.5938	6.68144	5.14915
Uprt	1.03915	2.27805	2.05973	0.805745	0.0551207	0.15286	0.139472
4930455D15Rik	0	0	0.027957	1.39238	1.77891	0.199145	0.0898903
Cd200r1	0	0	0.210105	0.170341	0.357735	0.230065	0
Cypt12	0	0	0.40668	1.53282	0	0	0
Mir3087	0	0	0	0	0	0	0
Gm20878	0	0	0	0	0	0	0
Plekhj1	83.7031	37.7655	42.4093	33.6645	51.5942	33.9828	8.52217
Prkcz	0.191291	0.119002	0.243275	1.30843	3.41555	3.89384	0.717061
Hira	1.06226	0.861724	0.451571	6.29892	7.08774	7.02844	1.67579
Arfgap1	1.57954	0.980316	0.805923	2.10177	8.04094	6.87961	1.85392
Olfr728	0	0	0	0	0	0	0
Ccdc122	15.3778	19.9165	13.9859	2.10803	0.165655	0	0.167384
R3hdm4	97.938	43.6113	71.3747	6.5087	5.50368	3.07406	4.94767
Gm7056	189.476	60.9396	99.8986	20.0322	1.71225	0.1186	0
Olfr172	0	0	0	0	0	0	0
Psmd10	14.8834	39.6105	28.1436	4.02135	7.97637	16.4576	28.8654
Pus7l	2.58416	1.55417	2.71406	1.10706	1.62009	0.618252	1.77953
Zfp57	842.777	1825.66	1192.97	105.333	34.4499	16.0895	16.3555
Gm694	0	0	0	0.172851	0	0	0
Rps27a	0.268422	1.27879	2.78123	76.993	195.847	261.391	511.099
Akip1	49.7792	26.3924	36.6296	11.7937	4.87212	6.32128	13.8177
Rgs16	0	0.105174	0.44244	0.135178	0	0	0.0596426
Mir721	0	0	0	0	0	0	0
Slc23a1	0	0	0.0465785	0.0421507	0.0720497	0.0531571	0.0717893
Dcst1	0.0602724	0	0.0186381	0.0390399	0	0.0168038	0
Txndc8	0	0	0	0	0	0	0
Vmn2r60	0	0.0189761	0	0	0	0	0
Esyt1	9.43762	2.28864	2.78858	4.42547	4.05707	2.222	1.79095
Hnrnpdl	60.0633	42.5318	41.1733	46.7587	64.6467	54.7988	40.3537
Lix1	0.0216645	0.0461776	0.162264	0.185056	0.0347897	0.104345	0.592494
Rpf1	75.5233	57.1726	43.106	61.6613	72.5232	73.901	68.4029
Mapkbp1	6.35371	2.61674	2.48699	3.22924	2.46036	1.03713	0.189116
Mettl2	0.209286	0.259294	0.487469	23.4047	23.4676	17.2814	12.6875
Matn1	0.85437	0.55035	0.37209	0.182789	0	0	0
Tsix	0	0.0213288	0.1485	1.48561	0.930591	8.10872	2.47517
Hamp	14.6893	2.2592	2.41145	0.197321	0	0	0
Slfn2	0.0443672	0.0619287	0.189176	0.421005	0.722739	0.578239	0
Gm14635	36.5488	21.2648	21.0631	2.8753	0.0830786	0.0869479	0
Opn1sw	0.0574839	0.0812276	0.0890125	0.33589	0.0684838	0.0642743	0.403341
1700065J18Rik	0	0	0	0	0	0	0
Nadsyn1	1.6657	2.11921	2.63538	0.611105	1.22469	0.409513	0.3667
Rplp2-ps1	67.8218	16.7231	35.1493	293.097	684.438	676.946	1035.65
Ndrg4	7.96848	9.21453	9.94864	1.33261	0.29613	0.221936	1.12084
Olfr459	0	0	0	0	0	0	0
Scarna8	0	0	0	0	0	38.5561	0
Snord15b	0	0	0	0	8.40293	3.6653	31.8898
Pyhin1	0	0	0	0	0	0	0
E530001F21Rik	0	0	0.086097	19.9122	32.2167	31.8724	0
Fancf	0	0.0912875	0.0265639	1.32484	0.981373	0.308057	1.28233
A330023F24Rik	0.0124168	0.026662	0.0861156	0.0248678	0	0	0.102019
Rdh16	0.271401	1.74397	0.893354	1.18817	0.033566	0.254721	0
Defb30	0	0	0	1.16803	0.939433	0.302881	0.158561
Lamtor3	147.906	99.5494	41.8374	17.9404	28.1149	26.084	20.7068
Bst2	25.5475	2.943	6.24647	2.49828	4.42442	2.77878	0
Serpinb1a	1.87188	0.341511	1.47027	0	0	0.267694	1.6303
Acaa1b	0.0884122	0.0308558	0.0673289	0.209794	0.0857486	0.468252	0.563231
Man1c1	7.46019	3.58218	4.88297	1.11842	0.0671288	0.0791899	0.112861
Dip2c	2.88969	2.92995	2.77654	1.1338	0.251929	0.219961	0.276841
Tead3	0.786519	0.129922	0.716528	0.0549908	0.044843	0.110504	0.169782
Zfp668	0.269797	0.219491	0.168835	4.99674	6.78691	3.74076	1.17538
Hps3	4.30528	7.19466	7.44005	1.00981	0.999643	1.56488	0.895042
Tssk2	0	0	0	0	0.211873	0	0
Snd1	19.9236	9.06247	15.9185	4.13111	7.49213	2.9233	6.01549
Klhl13	41.4268	38.2872	47.5301	2.64098	0.116524	0.280372	6.51646
Ms4a8a	0	0.0524325	0	0	0	0	0
Fbxw27	137.019	145.113	114.973	16.5094	3.20274	1.52053	0
Nacc2	2.55419	0.90507	0.740843	4.70024	8.59964	3.72771	0.248732
Cand1	20.1205	22.1771	35.7486	33.2013	62.0837	61.6155	9.78384
Ankrd27	8.95158	14.3257	14.0923	2.62517	1.83621	1.67868	3.09416
Atg5	253.202	245.521	177.952	51.1087	18.8236	18.8051	10.5918
Zscan2	0.0610582	0.0646175	0.0943653	0.0988069	0.0725439	0.153093	0.0610425
Mta2	0.261369	0.12379	0.28545	22.7507	55.3053	31.4027	6.30864
Sbk1	2.00258	0.811805	0.653973	2.80602	1.62206	0.477203	0.360026
Pts	1.14527	1.55322	2.34836	1.0239	3.66601	1.16395	7.1499
Cdc123	10.6864	10.3942	4.97926	1.09694	0.672674	1.13957	28.1763
Rangap1	2.01246	1.10382	1.04707	24.5825	35.2259	35.1856	21.481
Vmn1r172	0	0	0	0	0	0	0
Ccdc24	0.123339	0.212332	0.110661	0.303489	0	0	0.11792
Rabggtb	3.14238	2.65913	3.18144	19.9104	63.9095	80.6768	74.0057
Ctf1	0	0	0.0347044	0	0	0	1.33357
Egfbp2	0	0	0	0	0	0	0
Ear14	0	0	0	0	0	0	0
Gm14351	0	0.000653343496	0.00688624364	0.000796952152	0.01479183924	0	0.00118936818
Olfr804	0	0	0	0	0	0	0
Gm17769	0	0.0379196	0	0.383967	0.0640329	0	0
Mmadhc	53.9978	49.9781	105.521	7.24534	15.2977	17.5533	36.8327
Mir212	0	0	0	0	0	0	0
Gm6367	99.4568	204.7385	220.27	13.81875	1.118299	0.1926915	0
Mybbp1a	5.27614	1.55633	1.07962	23.2243	76.2345	84.7505	10.5367
Mir341	0	0	0	0	0	0	0
Gm11744	0	0	0	0	0	0	3.59445
Mir3093	0	0	0	0	0	0	0
Elovl2	0.360633	0.208165	0.183111	0.204675	0.277698	0.598725	0.455302
Cndp2	0.0332062	0.374286	0.614455	18.881	66.3548	76.2453	11.7134
Map7d1	0.169218	0.315733	0.158517	0.389503	0.526916	0.923811	1.37229
1700028J19Rik	3.26433	3.30883	4.3846	0.74549	0.35669	0.424753	0
Lin54	10.3681	10.107	13.9985	12.3542	7.46252	2.39218	2.66264
Tshz3	0	0.0369909	0.431681	0	0	0.0223458	0.159177
Pcna	91.3744	179.094	129.106	99.1789	103.758	95.9708	333.565
Ifi44	0	0	0.0579975	0	0	0	0.0470306
Mir21c	0	0	0	0	0	0	0
Arhgap6	0	0	0	0	0.0130851	0.0370251	0
Clec4f	0	0	0	0	0.0229314	0	0
Hectd2	7.85958	6.13416	4.5949	1.49677	0.166132	0.352554	0.0610493
Gm13124	0	0	0	0	0.098536	0	0
Gucy2c	5.65514	4.43306	3.78646	0.316042	0.50019	0.0191143	0
Dhtkd1	2.4216	3.98372	3.7024	3.52036	5.81382	5.31597	0.0763863
Ammecr1l	51.9757	34.5017	30.0776	40.2047	49.7074	27.6005	3.67076
Nfyb	9.80479	4.38341	2.07286	32.8903	48.6768	34.1046	32.2698
Catsper3	0.134209	0.904576	0.285875	0	0.0503425	0.104947	0
C030039L03Rik	0.0141319	0.0809688	0.0267151	0.0156772	0.166841	0.55981	1.259
St6gal2	0	0	0.0378931	0	0	0	0
Tmem39b	4.77198	1.76905	0.441671	2.88678	2.31664	3.4239	0.474422
Serp1	13.9701	11.4501	11.019	65.9753	60.9954	35.2197	29.9529
Ftx	0	0	0.038005	0.110827	0.0366345	0.647374	0.674411
4933430H16Rik	0	0	0.160017	0	0	0	0
Lias	0.707812	0.185265	1.18581	41.0633	74.8579	94.4337	26.013
Ipo13	3.67558	2.55234	3.34329	2.2941	5.69322	2.02181	1.50384
C030023E24Rik	0	0.0167389	0	0	0	0	0
Gm15417	0	0.108105	0.0313839	0.129818	0.0692291	0.0953651	0.729967
Pdha1	12.7956	19.182	15.2912	15.0591	46.6433	159.871	45.2963
Nespas	0.0622443	0.0438946	0.269183	0.46288	1.40384	0.831427	1.18131
Postn	1.22312	1.44563	1.42321	0.507591	0	0	0
Nploc4	3.04881	4.44855	6.92665	6.34926	4.51384	4.36051	4.84713
Cd2ap	3.18285	5.27509	2.97043	7.08884	2.789	5.26899	6.68967
Gm4981	42.1427	27.9144	20.2785	0.178498	0.0624958	0	0
Gm608	1.02342	0.804563	0.572024	2.09658	1.76853	1.39494	0.451926
A130010J15Rik	0.484828	0.42161	0.795344	0.976583	2.82745	1.14773	2.52505
Krt6b	0	0	0.00644415	0	0	0	0
Tomm7	1.04297	2.03194	2.11069	44.3699	71.9473	78.4759	345.911
Mir7013	0	0	0	0	0	0	0
Cd244	0.790397	1.07674	0.517564	0.1046	0.0425782	0.0100313	0.0358005
Skor2	0	0	0	0	0	0	0
